user_id,pattern,confidence,p1,p2,p3,p4,m1,m2,m3,e1,e2,e3,r1,r2,total_score,is_mixed_pattern,notes
01bcc56e-7b02-472a-acde-6a56da2eb44a,C,0.7,1,2,2,1,3,2,0,3,0,2,2,2,20,false,Aligned-v2-heuristic
022e4be1-fb58-4d63-a851-5f86e1360659,F,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
03119001-6c1c-4c8c-af52-52ef35365c87,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
046cca4a-6979-49fd-8bb6-937d091e5c61,C,0.7,1,1,2,1,3,2,0,3,0,0,2,0,15,false,Aligned-v2-heuristic
04bce3b3-72e6-42da-b891-bdd71ac65e2a,C,0.7,1,1,1,0,1,2,0,3,0,0,0,0,9,false,Aligned-v2-heuristic
0528428e-84a1-4a01-a19e-f9944b112d51,F,0.9,1,0,2,0,1,0,0,1,1,1,0,0,7,false,Aligned-v2-heuristic
05e5aef7-6726-47a0-9a83-8a2010901c24,F,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
067831f0-2e37-47e5-a0d4-1f557cab4583,F,0.9,1,0,0,1,1,0,0,1,0,0,0,0,4,false,Aligned-v2-heuristic
06ba16ba-325c-4187-9265-f4f9d7655878,F,0.9,1,0,0,0,1,0,0,0,0,0,0,0,2,false,Aligned-v2-heuristic
08b81fec-a3d8-458f-a2a9-4009d50c350e,F,0.9,0,0,0,0,1,1,0,0,0,0,2,0,4,false,Aligned-v2-heuristic
0b1d48f1-2b1c-4ec7-a46c-697b10eeab4a,F,0.9,1,0,0,0,1,0,0,0,0,0,0,1,3,false,Aligned-v2-heuristic
100e33c7-8052-441b-b9dd-9a7e3a999f31,F,0.9,1,0,0,0,1,0,0,0,0,1,0,0,3,false,Aligned-v2-heuristic
11160ad9-6aef-401d-a7f4-1e3a829f94f4,F,0.9,1,0,0,0,1,0,0,0,0,2,0,0,4,false,Aligned-v2-heuristic
11f0cb66-85ce-4d11-ae17-aecd40e631f0,F,0.9,1,0,2,1,1,1,0,0,0,1,0,0,7,false,Aligned-v2-heuristic
1338d28e-328d-4225-8d25-a839fdd6d55b,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
136a53b5-493d-477c-bdb4-918297290953,C,0.7,1,0,1,0,1,1,0,3,0,0,0,0,7,false,Aligned-v2-heuristic
15271bf7-9cfa-47e4-a981-819bc509c8d1,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
153461e9-35fd-4973-b531-f5eac1aa797a,F,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
157ea604-0028-4600-8eb8-3b1387cadcb1,F,0.9,1,2,1,0,1,0,0,0,0,2,1,2,10,false,Aligned-v2-heuristic
17a7feaf-4b41-4998-8f6d-0d085924fbb8,F,0.9,1,0,0,0,1,0,0,1,0,0,0,2,5,false,Aligned-v2-heuristic
1893575f-b1fa-4f12-9518-ff8adf47ab32,C,0.7,2,3,2,1,2,2,0,2,2,1,2,2,21,false,Aligned-v2-heuristic
1973a82b-8c78-42aa-b4dc-2c877381a007,F,0.9,1,0,0,0,1,0,0,0,2,0,0,0,4,false,Aligned-v2-heuristic
1e17845d-5c31-4809-a5a7-b2c2b1c3693a,C,0.7,1,0,1,1,1,0,0,3,0,0,0,0,7,false,Aligned-v2-heuristic
1e4742b2-fb4c-48b2-86d4-0661ccb70ad1,F,0.9,1,0,1,0,1,0,0,0,0,0,0,0,3,false,Aligned-v2-heuristic
1f2e9836-d6fc-4893-ab44-cbd3fe7f2aa9,F,0.9,1,0,0,0,1,0,0,0,1,0,0,0,3,false,Aligned-v2-heuristic
2143b678-7a06-43e5-8c1f-d1f30dffb09c,C,0.7,0,0,0,0,1,0,0,3,0,0,0,0,4,false,Aligned-v2-heuristic
219ecff5-78d4-472d-b59b-b1c4bd8a4a5a,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
228bba58-5df0-402f-8b05-67ae39ab42ff,F,0.9,2,2,2,1,1,1,1,1,1,0,0,1,13,false,Aligned-v2-heuristic
258b96e0-ec44-4533-a967-c72277ee8124,F,0.9,1,0,0,0,1,0,0,0,0,0,0,0,2,false,Aligned-v2-heuristic
25bf4a2b-6e18-4dd8-87da-ddca3b71dc46,F,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
26ec786a-60d1-4831-9195-f86127e41012,C,0.7,1,0,2,0,1,0,0,3,0,2,0,0,9,false,Aligned-v2-heuristic
270bb903-d6c5-4e7f-a38a-91e86f1eeea5,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
27459493-d86f-41a0-9817-2016384e3354,F,0.9,1,1,2,0,1,0,0,1,0,1,1,0,8,false,Aligned-v2-heuristic
287a4c8c-2501-4a2b-8ec3-fc927a14b878,F,0.9,1,2,2,1,1,2,0,1,0,0,0,2,12,false,Aligned-v2-heuristic
28a1a2c6-5306-47d4-80d4-daab857f8b6d,C,0.7,1,0,2,1,1,1,0,3,1,0,1,2,13,false,Aligned-v2-heuristic
29c29419-bd5e-4054-b86e-b90cb8acf8e7,F,0.9,1,0,0,0,1,0,1,1,0,0,1,0,5,false,Aligned-v2-heuristic
29f82768-3163-42fd-8979-0633c746eb7a,F,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
29fa83f2-4303-4b50-95ae-445c698ed11b,F,0.9,1,2,0,1,1,1,0,0,0,0,2,2,10,false,Aligned-v2-heuristic
2c6556cd-0052-4eec-8fbd-768423012162,F,0.9,1,0,0,0,1,0,0,0,0,0,0,2,4,false,Aligned-v2-heuristic
2d713990-ecfe-4541-b41c-3c6cea8841fb,C,0.7,1,0,2,0,1,0,0,3,0,0,0,0,7,false,Aligned-v2-heuristic
2e1e6c7c-557e-4594-8e96-4e7051ef8179,C,0.7,1,1,2,0,1,0,0,3,0,0,1,1,10,false,Aligned-v2-heuristic
2e78147b-7b3a-4e63-991c-4d7e0f30ed16,F,0.9,1,0,0,0,1,0,0,0,0,0,1,0,3,false,Aligned-v2-heuristic
32741cc7-6129-4c71-932c-57ab8424d40b,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
32d31dc2-2d7e-4488-941f-536eab32f72b,C,0.7,1,0,2,0,1,0,0,3,0,2,0,1,10,false,Aligned-v2-heuristic
340f87cf-a63b-4bf4-92f1-be4228565dcd,F,0.9,1,0,0,0,1,0,0,0,0,1,0,1,4,false,Aligned-v2-heuristic
3438b814-c1b0-444a-91cf-07487f45eb23,C,0.7,1,1,2,1,1,0,0,3,0,0,2,2,13,false,Aligned-v2-heuristic
35368d19-384d-44a8-a6f5-8fe1aa5077b0,C,0.7,1,0,0,0,1,0,0,3,0,0,1,1,7,false,Aligned-v2-heuristic
354c0bf9-9fcb-45ef-b2aa-6d7842e3fcd7,F,0.9,2,0,2,0,1,1,0,1,1,0,1,1,10,false,Aligned-v2-heuristic
35b99140-ac17-4712-a080-800df4851d7f,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
368bde76-5538-4be4-96dd-42bfd155c1e4,F,0.9,3,2,2,1,1,0,0,1,0,0,0,0,10,false,Aligned-v2-heuristic
36f8a2a4-0b70-4a86-99bc-757b060ab947,F,0.9,1,0,0,0,1,1,0,0,0,0,0,1,4,false,Aligned-v2-heuristic
37c2c2d7-443e-4209-aadb-166d25bc8516,F,0.9,1,1,2,1,3,1,0,0,0,2,2,2,15,false,Aligned-v2-heuristic
380b19ef-6162-4232-9efa-e2f57abd10fb,F,0.9,1,2,0,1,1,1,0,0,0,0,2,2,10,false,Aligned-v2-heuristic
386b830e-8b11-40b1-87c0-ea8695317cf7,F,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,false,Aligned-v2-heuristic
39a9132a-eb8a-495f-8b2e-52df1a4aac61,F,0.9,1,2,2,0,1,0,0,0,2,0,1,2,11,false,Aligned-v2-heuristic
